description,name,source,url
"Enterprise voice AI platform — build, test, and deploy voice agents. **$50M Series B announced May 12, 2026** after crossing 1B platform calls; May 2026 updates ship Squads v2 (multi-assistant orchestration), Composer alpha (prompt-built agents), Simulations alpha (systematic AI-powered testing), and GA of the Soniox low-latency multilingual transcriber. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FVapiAI%2Fserver-sdk-python&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Vapi,GitHub Awesome,https://github.com/VapiAI/server-sdk-python
Build production-ready conversational voice AI agents.,Retell AI,GitHub Awesome,https://www.retellai.com/
AI phone calling platform — enterprise-grade conversational AI.,Bland AI,GitHub Awesome,https://www.bland.ai/
"🆕 ⚠️ **Unverified (founders' beta).** White-label voice agent platform aimed at agencies: agents, native CRM, outbound/inbound campaign orchestration, and per-client usage billing in one system. Sits a layer above raw voice APIs (Vapi/Retell) by bundling the CRM and billing an agency would otherwise assemble itself. Paid plans start at $149/mo with included minutes. No independent adoption data yet.",Hermes,GitHub Awesome,https://buildwithhermes.com/
"Build real-time multimodal AI agents with voice, video, and data. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Flivekit%2Fagents&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",LiveKit Agents,GitHub Awesome,https://github.com/livekit/agents
"🆕 ⚡ 🇨🇳 **August 5, 2026**. Native audio-visual full-duplex LLM from ByteDance — continuously processes audio, video, and text streams, watching, listening, and speaking simultaneously in real time. Replaces traditional cascaded voice-agent pipelines; integrated into the Doubao app. No public API or model weights yet.",ByteDance SeedRealtime,GitHub Awesome,https://technode.com/2026/08/05/bytedance-launches-seedrealtime-full-duplex-audio-video-model/
"🆕 ⚡ **v1.7.0 — August 1, 2026**. Open-source framework for voice and multimodal conversational AI; v1.7.0 is the first stable 1.x release (deprecated 0.x APIs removed, Python 3.11+ required, universal `LLMContext` for mid-call model switching, `filter_background_audio` for ElevenLabs STT). BSD-2-Clause. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fpipecat-ai%2Fpipecat&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Pipecat,GitHub Awesome,https://github.com/pipecat-ai/pipecat
💤 **Stale** (last release June 2024). Open-source library for building voice-based LLM agents. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fvocodedev%2Fvocode-core&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),Vocode,GitHub Awesome,https://github.com/vocodedev/vocode-core
End-to-end open-source voice AI agents framework. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fbolna-ai%2Fbolna&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),Bolna,GitHub Awesome,https://github.com/bolna-ai/bolna
🆕 Ultra-low-latency voice AI for real-time conversational agents.,Cartesia,GitHub Awesome,https://www.cartesia.ai/
"🆕 Former PlayHT/Play.ai team's tech, integrated into Meta AI, AI Characters, and Meta wearables after July 2025 acquisition. Original Play.ai platform shut down Dec 31, 2025.",Meta Voice AI,GitHub Awesome,https://ai.meta.com/
🆕 Voice AI companion with emotional understanding and natural conversation.,Sesame,GitHub Awesome,https://www.sesame.com/
"🆕 ElevenLabs' full-stack voice-agent platform (April-May 2026 updates): MCP, multimodal messages, conversation topic discovery, knowledge-base search, pre-tool speech controls. First voice-agent platform to earn AIUC-1 certification.",ElevenAgents,GitHub Awesome,https://elevenlabs.io/agents
Code-first voice-agent platform (launched Aug 2025) built on Cartesia's Sonic TTS + Ink STT with background reasoning and on-prem deployment options; ~40-90ms time-to-first-audio.,Cartesia Line,GitHub Awesome,https://cartesia.ai/blog/introducing-line-for-voice-agents
🆕 Single endpoint bundling STT (Nova-3) + LLM routing + TTS (Aura-2) + Flux conversational STT with mid-call language switching across 10 languages.,Deepgram Voice Agent API,GitHub Awesome,https://deepgram.com/product/voice-agent-api
"🆕 **May 7, 2026**. GPT-5-class reasoning over voice with parallel tool calls, 128K context; shipped alongside GPT-Realtime-Translate and GPT-Realtime-Whisper. Updated to gpt-realtime-2.1 / 2.1-mini on July 6, 2026 (better alphanumeric recognition, noise handling, lower latency).",OpenAI Realtime API (GPT-Realtime-2),GitHub Awesome,https://openai.com/index/advancing-voice-intelligence-with-new-models-in-the-api/
"🆕 Open-source, self-hostable voice AI platform — an alternative to Vapi / Retell. On-prem, BYOK across Speech-to-Speech or LLM/STT/TTS, visual workflow builder, MCP-native, telephony support. BSD-2-Clause, 4K+ stars. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fdograh-hq%2Fdograh&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Dograh,GitHub Awesome,https://github.com/dograh-hq/dograh
🆕 Open-source macOS voice-driven multi-agent orchestrator — Realtime API + CLI runners + multi-channel orchestration. A lead agent plans the work and delegates to sub-agents for review and QA. MIT. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FOpenYabby%2FOpenYabby&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),OpenYabby,GitHub Awesome,https://github.com/OpenYabby/OpenYabby
"🆕 **July 1, 2026**. xAI's no-code platform for production voice agents on Grok Voice — telephony with free provisioned numbers, knowledge collections, tools/MCP connectors, guardrails, 80+ voices plus ~2-minute voice cloning; $0.05/min in beta.",Grok Voice Agent Builder,GitHub Awesome,https://x.ai/news/grok-voice-agent-builder
"🆕 **July 23, 2026**. OpenAI's voice interface for ChatGPT Work — powered by GPT-Live technology, allows users to direct multi-step agent workflows through natural voice commands.",GPT Voice,GitHub Awesome,https://openai.com/
Dedicated AI hardware device with a large action model for personal assistance.,Rabbit R1,GitHub Awesome,https://www.rabbit.tech/
"📦 **Acquired by Meta (late 2025)**; pendant sales discontinued. Personalized AI powered by what you've seen, said, and heard (formerly Rewind); team folded into Meta's AI-wearables effort.",Limitless,GitHub Awesome,https://www.limitless.ai/
💤 **Stale** (no commits since 2024-11). Open-source voice interface for computers. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FOpenInterpreter%2F01&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),01 Light,GitHub Awesome,https://github.com/OpenInterpreter/01
Open-source personal assistant — lives on your server. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fleon-ai%2Fleon&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),Leon,GitHub Awesome,https://github.com/leon-ai/leon
"Personal AI second brain — search and chat with your notes, docs, and images. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fkhoj-ai%2Fkhoj&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Khoj,GitHub Awesome,https://github.com/khoj-ai/khoj
"⚠️ **Discontinued Feb 28, 2025** (acquired by HP, device shut down). Originally a wearable AI device with a screenless, ambient computing experience.",Humane AI Pin,GitHub Awesome,https://humane.com/
🆕 Personal productivity and business automation assistant.,Arahi AI,GitHub Awesome,https://arahi.ai/
"🆕 No-code AI agent for email, calendar, and workflow automation.",Lindy AI,GitHub Awesome,https://www.lindy.ai/
🆕 Always-on agents for recurring tasks and background automation.,MuleRun,GitHub Awesome,https://mulerun.com/
"🆕 **May 12, 2026** (Android Show: I/O Edition). Proactive agentic AI features integrated into Googlebooks laptops, Wear OS, Android Auto, Android XR, and starting on the latest Samsung Galaxy + Pixel devices. Auto-creates shopping carts from grocery lists, books spin classes, filler-word removal via the Rambler speech-to-text.",Gemini Intelligence,GitHub Awesome,https://blog.google/products-and-platforms/platforms/android/gemini-intelligence/
"🆕 **I/O 2026 (May 19, 2026)**. Google's 24/7 autonomous agent in the Gemini app — runs multi-step processes proactively with Gmail/Workspace integration; expanded to a native Mac app July 1, 2026. **July 2026**: expanded from Gemini Ultra to Pro tier; handles scheduling, drafting, and inbox triage autonomously.",Gemini Spark,GitHub Awesome,https://gemini.google/overview/agent/spark/
"🆕 **July 2026 (rebranded from NotebookLM)**. Rebranded and upgraded: adds code execution, chart generation, and automatic source citation alongside the existing audio overviews and Q&A capabilities.",Gemini Notebook,GitHub Awesome,https://notebooklm.google.com/
"🆕 🇨🇳 **May 2026 rebrand from CoPaw**. Self-hostable personal assistant in the Qwen / AgentScope family. Local-first memory, hot-loadable skills, multi-agent collaboration, multi-channel (DingTalk / Feishu / WeChat / Discord / Telegram), tool guard + skill scanner. Apache-2.0. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fagentscope-ai%2FQwenPaw&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",QwenPaw,GitHub Awesome,https://github.com/agentscope-ai/QwenPaw
"🆕 ⚠️ **Unverified** (early-stage). Growth marketing prompts and Python agents built from real fintech campaigns in Southeast Asia. Covers campaign briefs, MEU planning, and A/B test analysis with multi-agent workflows. Agent Skills format — installable via `npx skills add`. Bilingual VI + EN. MIT. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fthaolst%2Fai-growth-agents-for-marketers&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",AI Growth Agents for Marketers,GitHub Awesome,https://github.com/thaolst/ai-growth-agents-for-marketers
"🆕 **CES 2026 (Jan 6, 2026)**. Cross-device ""Personal Ambient Intelligence System"" co-developed by Lenovo and Motorola — context-aware AI that perceives, thinks, and acts across PCs / phones / tablets / wearables. Rolling out on select Lenovo devices in Q1 2026, expanding to Motorola phones thereafter; first major OEM ambient-AI play.",Lenovo Qira / Motorola Qira,GitHub Awesome,https://news.lenovo.com/pressroom/press-releases/lenovo-unveils-lenovo-and-motorola-qira/
"🆕 🇨🇳 **May 2026**. Local-first AI execution platform with 30+ domain Experts (coding, writing, data analysis, PM) and autonomous Robot workers. Features a 5-stage Pipeline (Inspiration→Goals→Tasks→Validation→Delivery), Docker sandbox isolation, multi-platform messaging (WeChat/Feishu/DingTalk/Telegram/Discord), MCP support, BYOK model configuration, and Tai Link for cross-device agent orchestration. Open-source engine: [YaoApp/yao](https://github.com/YaoApp/yao).",Yao Agents,GitHub Awesome,https://yaoagents.com
"🆕 🧪 **June 2026** (v0.0.1, beta — not for production). Personal AI OS prioritizing local control and security; self-learning via the GEPA optimizer runtime. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fagentark-ai%2FAgentArk&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",AgentArk,GitHub Awesome,https://github.com/agentark-ai/AgentArk
"🆕 Ultra-lightweight open-source personal AI agent (41K+ stars). April 2026 releases (v0.1.5.x) added thread-scoped sessions, auto-compact memory, Dream consolidation, DeepSeek-V4 support, and Windows support. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FHKUDS%2Fnanobot&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",nanobot,GitHub Awesome,https://github.com/HKUDS/nanobot
"🇨🇳 Alibaba's flagship multimodal phone-control agent family (v1 → v3, plus Mobile-Agent-E and Mobile-Agent-V). State-of-the-art on Android benchmarks. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FX-PLUG%2FMobileAgent&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Mobile-Agent,GitHub Awesome,https://github.com/X-PLUG/MobileAgent
💤 Tencent's multimodal agent that operates smartphone apps by tapping/swiping. Influential early implementation; succeeded by AppAgentX (Mar 2025). ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FTencentQQGYLab%2FAppAgent&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),AppAgent,GitHub Awesome,https://github.com/TencentQQGYLab/AppAgent
On-device agent layer in iOS / iPadOS / macOS. App Intents and screen-aware actions across the OS.,Apple Intelligence,GitHub Awesome,https://www.apple.com/apple-intelligence/
On-device Gauss-powered agentic capabilities baked into the Galaxy S26 line.,Samsung Galaxy AI / Bixby 2.0,GitHub Awesome,https://www.samsung.com/global/galaxy/galaxy-ai/
"Replaces Google Assistant on Android with full Gemini-powered, app-aware actions including system intents and Workspace.",Google Gemini for Android,GitHub Awesome,https://gemini.google/
"Microsoft Research foundation model for multimodal agents — grounds across UI, robotics, and physical action; targets phones, web, and embodied tasks.",Magma,GitHub Awesome,https://microsoft.github.io/Magma/
"🆕 Open-source framework (Apache-2.0, 2.5K+ stars) letting AI agents drive real Android and iOS apps as if they were a human — UI-aware navigation, natural-language control. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fminitap-ai%2Fmobile-use&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",mobile-use,GitHub Awesome,https://github.com/minitap-ai/mobile-use
"🆕 **February 2026**. Lightweight, token-efficient CLI for automating iOS and Android devices + simulators. Command model designed for AI agents and CI; MIT, 2.6K+ stars. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fcallstack%2Fagent-device&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",agent-device (Callstack),GitHub Awesome,https://github.com/callstack/agent-device
"🆕 **Preview July 2026 (GA fall 2026)**. Apple's completely rebuilt Siri powered by Apple Intelligence — cross-app context awareness, natural language Shortcuts automation, multi-AI-model marketplace anticipated in iOS 27. Developer beta available July 2026.",iOS 27 Siri AI (preview),GitHub Awesome,https://www.apple.com/ios/
"🆕 **July 17, 2026**. European Commission orders Google to provide rival AI assistants deeper Android access — camera, microphone, and app-control APIs — paving the way for third-party mobile AI agents. Must be implemented by August 2027 in Android 18.",EU Android AI Openness Ruling,GitHub Awesome,https://ec.europa.eu/
"🆕 ⚡ **2026-08-03**. Production-grade execution engine for enterprise AI agents: sandboxed code execution, lazy-loaded Skills, versioned System Identity Prompt Diff, seamless human-handoff context summaries. ⚠️ Unverified (GlobeNewswire announcement; primary URL unverified).",GPTBots.ai LoopAgent,GitHub Awesome,https://www.gprbots.ai/
"Autonomous AI agents for enterprise CRM — sales, service, and marketing. **Spring 2026 release** ships Agentforce Builder (conversational agent authoring), Agent Script (deterministic behavior control), Agentforce Voice (Amazon Connect / Five9 / Genesys / NiCE / Vonage + SIP), and Intelligent Context on top of the new Data 360. Customers across 124 countries report ~85% autonomous query resolution.",Salesforce Agentforce 360,GitHub Awesome,https://www.salesforce.com/agentforce/what-is-new/
Build and customize AI agents and copilots for your organization.,Microsoft Copilot Studio,GitHub Awesome,https://www.microsoft.com/en-us/microsoft-copilot/microsoft-copilot-studio
"🆕 **April 22, 2026** (Google Cloud Next '26). Evolution of Vertex AI into a unified hub for building, scaling, governing, and optimizing enterprise agents. Supports Gemini 3.1 Pro/Flash, Lyria 3, plus third-party models (Claude Opus/Sonnet/Haiku). Integrated agent DevOps, security, and orchestration.",Gemini Enterprise Agent Platform,GitHub Awesome,https://cloud.google.com/blog/products/ai-machine-learning/introducing-gemini-enterprise-agent-platform
"**Renamed April 2026** — Vertex AI's agent-building capabilities are now part of the Gemini Enterprise Agent Platform (see above): Agent Studio, Model Garden, Google Antigravity orchestration.",Google Vertex AI Agent Builder,GitHub Awesome,https://cloud.google.com/products/agent-builder
Build AI agents that can execute multi-step tasks across company systems.,Amazon Bedrock Agents,GitHub Awesome,https://aws.amazon.com/bedrock/agents/
AI agents for enterprise IT service management with AI Control Tower. 🆕,ServiceNow AI Agents,GitHub Awesome,https://www.servicenow.com/products/ai-agents.html
"🆕 **May 5, 2026**. ServiceNow opens its AI Platform to any AI agent (Claude, Copilot, custom) via a GA MCP Server bundled with every Now Assist and AI Native SKU. Every action runs through AI Control Tower — identity-verified, permission-scoped, audited; OAuth, consumption metering, role-based tool packages out of the box. Anthropic (Claude Cowork) is first design partner.",ServiceNow Action Fabric (MCP Server),GitHub Awesome,https://newsroom.servicenow.com/press-releases/details/2026/ServiceNow-opens-its-full-system-of-action-to-every-AI-Agent-in-the-enterprise/default.aspx
AI assistant platform to automate work across enterprise applications.,IBM watsonx Orchestrate,GitHub Awesome,https://www.ibm.com/products/watsonx-orchestrate
Enterprise AI agents integrated with Oracle Fusion Cloud ERP. 🆕,Oracle AI Agents,GitHub Awesome,https://www.oracle.com/artificial-intelligence/
"Enterprise copilot platform — AI that works across every system. Acquired by ServiceNow (closed December 15, 2025).",Moveworks,GitHub Awesome,https://www.moveworks.com/
🆕 Agentic reasoning layered onto RPA bot estates for intelligent process automation.,UiPath Agentic Automation,GitHub Awesome,https://www.uipath.com/
🆕 Agentic enterprise solution for scalable AI automation with plug-and-play chatbots.,AgentX,GitHub Awesome,https://www.agentx.so/
"⚠️ ""AI employees on demand"" for sales, marketing, support, recruiting, and operations — agents work inside your tools with persistent memory; from $19/month.",Sistava,GitHub Awesome,https://sistava.com
🆕 Enterprise AI agent platform with Python-first approach and built-in governance.,Sema4.ai,GitHub Awesome,https://sema4.ai/
"🆕 **SAP Sapphire 2026 (May 12, 2026)**. SAP unveils the ""Autonomous Enterprise"": SAP Business AI Platform as the unified AI foundation; SAP Autonomous Suite adding agents to existing apps across finance, supply chain, procurement, HR, and CX; Joule Studio for building enterprise agents and agentic workflows; Joule Work UX; and seven Industry AI solutions. Claude is among the foundation models powering Joule agents.",SAP Business AI Platform + Autonomous Suite,GitHub Awesome,https://news.sap.com/2026/05/sap-sapphire-sap-unveils-autonomous-enterprise/
"🆕 **May 1, 2026 GA** with extended May rollouts. Identity-first control plane for governing and securing AI agents across enterprise environments; $15/user/month standalone, $99/user/month inside the new Microsoft 365 E7 ""Frontier"" suite. May 2026 update adds AWS Bedrock + Google Cloud registry sync, Intune/Defender preview policies, and SASE for agents.",Microsoft Agent 365 + Microsoft 365 E7,GitHub Awesome,https://techcommunity.microsoft.com/blog/agent-365-blog/microsoft-365-e7--agent365-from-where-you-are-to-enterprise-ai-at-scale/4519969
"🆕 **May 20, 2026**. BMS standardises on Claude Enterprise as its shared intelligence platform for **30,000+ employees**, embedding agentic Claude into drug-discovery / development / delivery pipelines. First top-5 pharma to make a public, company-wide Claude commitment.",Bristol Myers Squibb ↔ Claude Enterprise,GitHub Awesome,https://news.bms.com/news/corporate-financial/2026/Bristol-Myers-Squibb-Announces-Strategic-Agreement-with-Anthropic-to-Position-Claude-Enterprise-as-the-Shared-Intelligence-Platform-Across-Its-Global-Operations/default.aspx
"🆕 **May 21, 2026** (launched on Azure). AI-native enterprise agent platform built around the new YAML-style **Agent Blueprint Language (ABL)** for declarative multi-agent workflows. Kore.ai's structural challenge to Copilot Studio and Agentforce.",Kore.ai Artemis Agent Platform,GitHub Awesome,https://www.kore.ai/news/kore-ai-launches-artemis-the-new-generation-of-the-kore-ai-agent-platform-for-building-governing-and-optimizing-enterprise-ai
"🆕 **May 21, 2026**. AI-augmented delivery platform with two governed Service-as-a-Software modes — **Agentic Development Lifecycle (ADLC)** for full SDLC agent crews and **Agentic Managed Services (AMS)** for incident-resolution agents on top of existing ITOps.",FPT Flezi Foundry™,GitHub Awesome,https://www.morningstar.com/news/business-wire/20260521235556/fpt-launches-flezi-foundry-advancing-ai-augmented-delivery-for-global-enterprises
"🆕 **June 2026**. OutSystems positions its low-code platform as an ""AI-native"" agentic development environment. Open and governed AI, BYO model, multi-agent orchestration, and enterprise compliance tooling. Challenger to Copilot Studio and Agentforce.",OutSystems Agentic Systems Platform,GitHub Awesome,https://www.outsystems.com/
"🆕 **June 16, 2026 (Data + AI Summit)**. Agentic ""data coworker"" that automates and orchestrates work across structured and unstructured data — inside or outside Databricks — grounded in the new **Genie Ontology** (an organization-wide knowledge graph) and governed by Unity Catalog. Ships with Genie Agents; Databricks reports 84.5% first-attempt accuracy in internal testing.",Databricks Genie One,GitHub Awesome,https://www.databricks.com/blog/introducing-genie-one-genie-ontology-and-genie-agents
"🆕 **June 19, 2026**. Zensar's enterprise-grade agentic AI platform — a ""universal enterprise operating system for agentic AI"" to discover, build, deploy, and govern autonomous agents at scale, with a catalogue of 80+ pre-built industry and cross-functional agents and a stated 6–8 week pilot-to-production path.",ZenseAI.AgentMesh (Zensar),GitHub Awesome,https://www.prnewswire.com/news-releases/zensar-technologies-launches-zenseaiagentmesh-to-accelerate-enterprise-ai-adoption-at-scale-302805437.html
"🆕 **June 3, 2026 (global rollout)**. Meta's AI business agent for WhatsApp, Instagram, and Messenger — answers customer questions, recommends catalog products, books appointments, qualifies leads, and closes sales, handing off to a human when needed. 1M+ businesses already on it; a **Meta Business Agent Platform** lets enterprises configure agents and connect Shopify / Zendesk / Shopee — free to activate today, paid subscription tiers coming.",Meta Business Agent,GitHub Awesome,https://about.fb.com/news/2026/06/meta-business-agent/
"🆕 **June 2026**. Security and governance platform built specifically for autonomous AI coding agents; governs what agents use, what they do, and the code they generate in real-time.",Snyk Evo Agentic Development Security (ADS),GitHub Awesome,https://snyk.io/news/snyk-launches-evo-agentic-development-security/
🆕 **June 2026**. Cross-platform enterprise orchestration enabling ServiceNow agents to work natively within Cognizant's Multi-Agent Accelerator.,Cognizant Neuro AI + ServiceNow AI Agent,GitHub Awesome,https://news.cognizant.com/2026-06-18-Cognizant-expands-cross-platform-agentic-AI-with-new-ServiceNow-AI-Agent-interoperability
🆕 **June 2026**. Low-code builder allowing business users to deploy production-grade AI agents in the contact center in hours instead of weeks.,Talkdesk Agent Builder,GitHub Awesome,https://www.cmswire.com/contact-center/customer-contact-week-2026-capturing-the-ai-announcements-in-contact-center-technology/
"🆕 **June 2026**. AI twin designed as a single, auditable source of truth to govern agentic workflows with clear boundaries.",HelloTwin Digital Authority,GitHub Awesome,https://siliconangle.com/2026/06/24/hellotwin-launches-digital-authority-bring-governed-ai-agents-enterprise/
"💰 ⚠️ **Freemium / Unverified**. AI agent platform that turns a company's knowledge base into agents that answer, sell, and book across WhatsApp, email, and web. Integrations: Shopify, Stripe, Sage. Claimed 25–30% chat-to-sale conversion.",Hellomatik,GitHub Awesome,https://hellomatik.com
"🆕 **July 22, 2026**. OpenAI's enterprise agent deployment platform — enables businesses to deploy AI agents at scale for customer service and operations. Claimed 75% of phone support interactions handled without human escalation.",OpenAI Presence,GitHub Awesome,https://openai.com/
Multi-dimensional benchmark for evaluating LLMs as agents. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FTHUDM%2FAgentBench&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),AgentBench,GitHub Awesome,https://github.com/THUDM/AgentBench
"🆕 **2026 (arXiv 2606.08878)**. First benchmark for **multi-agent orchestration prompt writing** — 110 scenarios across 10 communication topologies (chain, star, tree, mesh, etc.), testing whether LLMs can compose prompts that make sub-agents coordinate effectively. Measures role-fragment assignment, information leakage rate, and topology-aware prompt design. Key finding: average combined pass rate only 17.2% across 33 models; GPT-5.5 leads at 62.0%. Opus 4.8 shows surprising weakness in orchestration prompting despite strong coding scores. MIT-licensed benchmark data + eval scripts; merged into OpenCompass and Inspect Evals (role-fragment + free-form prompt writing tasks, June 2026). ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FWhymustIhaveaname%2FPerspectiveGap&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",PerspectiveGap,GitHub Awesome,https://github.com/WhymustIhaveaname/PerspectiveGap
"🆕 Live-web benchmark for browser and computer-use agents — **153 everyday online tasks across 144 real platforms in 15 categories** (purchases, appointments, job applications), run against *production* websites rather than offline sandboxes. An interception layer captures and blocks the final submission request so nothing actually happens in the real world, then a two-stage scorer (HTTP interception → LLM judge) checks whether the agent submitted the right thing. Headline result: frontier models complete only a small fraction — Claude Sonnet 4.6 at 33.3%. [Paper](https://arxiv.org/abs/2604.08523) · [Leaderboard](https://claw-bench.com) ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FTIGER-AI-Lab%2FClawBench&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",ClawBench,GitHub Awesome,https://github.com/TIGER-AI-Lab/ClawBench
"Platform for debugging, testing, evaluating, and monitoring LLM applications.",LangSmith,GitHub Awesome,https://www.langchain.com/langsmith
"Open-source LLM observability platform — logs, metrics, and traces. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FHelicone%2Fhelicone&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Helicone,GitHub Awesome,https://github.com/Helicone/helicone
"Enterprise-grade stack for building AI products — evals, prompt playground, logging. SDKs: [braintrust-sdk-javascript](https://github.com/braintrustdata/braintrust-sdk-javascript) and braintrust-sdk-python (repo split/renamed from braintrust-sdk).",Braintrust,GitHub Awesome,https://www.braintrust.dev/
"AI observability & evaluation — traces, evals, and datasets. **July 7, 2026**: Metric Charts, Trace Search, expanded REST API; July 1 added granular LLM + tool span attributes via new OpenInference span attrs. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FArize-ai%2Fphoenix&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Arize Phoenix,GitHub Awesome,https://github.com/Arize-ai/phoenix
"Open-source LLM engineering platform — traces, evals, prompt management. **Acquired by ClickHouse Jan 2026**; March 2026 shift to an observations-centric data model, April 2026 added Langfuse Cloud Japan + Experiments + Langfuse Academy + LLM-as-a-Judge API; v4 self-host release queued. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Flangfuse%2Flangfuse&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Langfuse,GitHub Awesome,https://github.com/langfuse/langfuse
Open-source observability for LLM applications based on OpenTelemetry. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Ftraceloop%2Fopenllmetry&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),OpenLLMetry,GitHub Awesome,https://github.com/traceloop/openllmetry
"Toolkit for developing, evaluating, and monitoring AI applications. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fwandb%2Fweave&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Weights & Biases Weave,GitHub Awesome,https://github.com/wandb/weave
